player_name,pos,birth_date,team,conf,draft_year,Draft Capital,breakout_year,Breakout Age,DOM,DOM+,PDOM,PDOM+,RDOM,RDOM+,ADJ%,aimed_passes,attempts,aDOT,ATT,MTF,big_time_throws,breakaway_attempts,Break%,breakaway_yards,BTT%,REC%,Comp%,completions,CC%,contested_receptions,contested_targets,def_gen_pressures,designed_yards,Drop%,dropbacks,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,ELU,10+,FUM,gap_attempts,hit_as_threw,interceptions,passing_snaps,pressure_to_sack_rate,qb_rating,rec_yards,receptions,route_rate,routes,run_plays,sack_percent,sacks,scramble_yards,scrambles,Slot%,slot_snaps,targets,total_touches,turnover_worthy_plays,TWP%,Wide%,wide_snaps,yards_after_catch,YAC/R,yards_after_contact,Y/REC,YCO/A,ypa,Y/RR,zone_attempts,Speed,BMI,SpeedxBMI
Cadillac Williams,RB,1982-04-21,Auburn,SEC,2005,1,2001.0,19.365,0.004,0.004,0.004,0.004,0.539,0.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,30.262,134.06065999999998
Troy Williamson,WR,1983-04-30,South Carolina,SEC,2005,1,2002.0,19.34,0.459,0.459,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,26.78,115.68960000000001
Mike Williams,WR,1980-01-11,Nebraska,Big Ten,2005,1,2000.0,20.641,0.371,0.371,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,29.154,132.06762
Matt Jones,WR,1983-04-22,Ole Miss,SEC,2005,1,2001.0,18.363,0.007,0.007,0.867,0.867,0.214,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,27.963,122.19831
Mark Clayton,WR,1982-07-02,Oklahoma,Big 12,2005,1,2003.0,21.166,0.296,0.281,0.0,0.0,0.008,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,27.69,122.11290000000001
Aaron Rodgers,QB,1983-12-02,California,Pac-10,2005,1,2003.0,19.748,0.002,0.001,0.898,0.539,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,28.628,134.83788
Jason Campbell,QB,1981-12-31,Auburn,SEC,2005,1,2002.0,20.668,0.0,0.0,0.896,0.896,0.008,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,27.271,128.44641000000001
Roddy White,WR,1981-11-02,UAB,CUSA,2005,1,2001.0,19.83,0.505,0.354,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,27.307,121.78921999999999
Heath Miller,TE,1982-10-22,Virginia,ACC,2005,1,2003.0,20.86,0.403,0.382,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,30.354,145.39566
Reggie Brown,WR,1981-01-13,Tulane,American,2005,2,2003.0,22.631,0.27,0.229,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,25.162,111.9709
Mark Bradley,WR,1982-01-29,Oklahoma,Big 12,2005,2,,,0.172,0.163,0.005,0.004,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,26.516,115.87491999999999
J.J. Arrington,RB,1983-01-23,California,Pac-10,2005,2,2003.0,20.605,0.078,0.047,0.0,0.0,0.218,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,31.599,139.03560000000002
Eric Shelton,RB,1983-06-23,Louisville,CUSA,2005,2,2003.0,20.192,0.003,0.002,0.0,0.0,0.276,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,32.452,147.00756
Roscoe Parrish,WR,1982-07-16,Miami (FL),ACC,2005,2,2004.0,22.13,0.305,0.29,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,24.103,105.33011
Terrence Murphy,WR,1982-12-15,Texas A&M,Big 12,2005,2,2001.0,18.713,0.244,0.232,0.0,0.0,0.006,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,26.648,116.98472
Vincent Jackson,WR,1983-01-14,Texas A&M,SEC,2005,2,,,0.0,0.0,0.0,0.0,0.009,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,28.575,127.44449999999999
Frank Gore,RB,1983-05-14,Miami (FL),ACC,2005,3,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,32.042,146.75236
Charlie Frye,QB,1981-08-28,Akron,MAC,2005,3,2001.0,20.011,0.0,0.0,0.998,0.698,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,27.385,131.17415
Courtney Roby,WR,1983-01-10,Indiana,Big Ten,2005,3,2002.0,19.641,0.467,0.467,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,25.63,113.0283
Andrew Walter,QB,1982-05-11,Arizona State,Pac-10,2005,3,2002.0,20.309,-0.001,-0.0,0.892,0.535,-0.022,-0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,26.923,130.84578
Alex Smith,TE,1982-05-22,Georgia Southern,Sun Belt,2005,3,,,0.17,0.129,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,26.411,124.39581000000001
Vernand Morency,RB,1980-02-04,Oklahoma State,Big 12,2005,3,2003.0,23.573,0.004,0.004,0.0,0.0,0.28,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,30.416,141.73856
Ryan Moats,RB,1982-12-17,Louisiana Tech,WAC,2005,3,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,31.927,142.39442
Chris Henry,WR,1983-05-17,Arizona,Pac-10,2005,3,,,0.132,0.079,0.0,0.0,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,32.075,141.13000000000002
David Greene,QB,1982-06-22,Nevada-Las Vegas,MWC,2005,3,2001.0,19.195,0.0,0.0,0.892,0.678,-0.012,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,28.245,135.0111
Kevin Everett,TE,1982-02-05,Miami (FL),ACC,2005,3,,,0.055,0.052,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,28.575,134.874
Brandon Jones,WR,1982-03-20,UTEP,CUSA,2005,3,,,0.18,0.126,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,27.703,122.44726
Maurice Clarett,RB,1983-10-29,Ohio State,Big Ten,2005,3,2002.0,18.842,0.093,0.093,0.0,0.0,0.489,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,31.733,151.68374
Kyle Orton,QB,1982-11-14,Purdue,Big Ten,2005,4,2002.0,19.797,0.0,0.0,0.886,0.886,0.065,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06,28.359,143.49654
Marion Barber III,RB,1983-06-10,Minnesota,Big Ten,2005,4,2001.0,18.229,0.022,0.022,0.003,0.003,0.344,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Jacobs,RB,1982-07-06,Ole Miss,SEC,2005,4,,,0.025,0.025,0.0,0.0,0.143,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56,32.497,148.18632
Ciatrick Fason,RB,1982-10-29,Florida,SEC,2005,4,2003.0,20.841,0.097,0.097,0.0,0.0,0.225,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,27.307,125.06606
Jerome Mathis,WR,1983-07-26,North Texas,Sun Belt,2005,4,,,0.0,0.0,0.0,0.0,0.009,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,25.242,108.03576000000001
Craphonso Thorpe,WR,1983-06-27,Florida State,ACC,2005,4,2003.0,20.181,0.271,0.258,0.0,0.0,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,24.801,108.62837999999999
Chase Lyman,WR,1982-09-04,California,Pac-10,2005,4,,,0.166,0.099,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,27.12,122.04
Manuel White,RB,1982-07-02,UCLA,Pac-10,2005,4,2002.0,20.167,0.019,0.011,0.0,0.0,0.295,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefan Lefors,QB,1981-06-07,Louisville,CUSA,2005,4,2003.0,22.234,0.013,0.009,0.817,0.572,0.056,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvin Pearman,RB,1982-08-10,Virginia,ACC,2005,4,2001.0,19.061,0.165,0.157,0.0,0.0,0.308,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,30.713,142.20119
Darren Sproles,RB,1983-06-20,Kansas State,Big 12,2005,4,2002.0,19.201,0.085,0.081,0.0,0.0,0.48,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,30.179,134.90013
Fred Gibson,WR,1993-07-19,Georgia,SEC,2005,4,2001.0,8.12,0.284,0.284,0.0,0.0,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,23.855,108.54025
Roydell Williams,WR,1981-03-14,Florida State,ACC,2005,4,2001.0,20.468,0.375,0.356,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airese Currie,WR,1982-11-16,Clemson,ACC,2005,5,2004.0,21.793,0.353,0.335,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,26.685,119.81565
Damien Nash,RB,1982-04-14,Missouri,Big 12,2005,5,,,0.06,0.057,0.0,0.0,0.141,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Collins,TE,1982-08-18,Notre Dame,Ind,2005,5,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,32.497,153.06087
Dan Orlovsky,QB,1983-08-18,Connecticut,Big East,2005,5,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,26.678,131.52254
Adrian McPherson,QB,1983-05-08,Florida State,ACC,2005,5,,,0.0,0.0,0.394,0.375,0.034,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,27.245,128.32395
Larry Brackins,WR,1982-11-05,TAM,,2005,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Green,RB,1982-04-30,Vanderbilt,SEC,2005,5,,,0.0,0.0,0.0,0.0,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasheed Marshall,WR,1981-07-11,West Virginia,Big East,2005,5,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,25.088,113.14688
Bo Scaife,TE,1981-01-06,Texas,Big 12,2005,6,,,0.171,0.163,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,31.119,147.81525
Cedric Houston,RB,1982-06-28,Tennessee,SEC,2005,6,2002.0,20.178,0.016,0.016,0.0,0.0,0.313,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,31.378,144.65258
Chad Owens,WR,1982-04-03,Hawaii,WAC,2005,6,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,28.659,132.40458
Tab Perry,WR,1982-01-20,UCLA,Pac-10,2005,6,,,0.164,0.098,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,29.399,131.11954
Dante Ridgeway,WR,1984-04-18,Ball State,MAC,2005,6,2002.0,18.371,0.59,0.413,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig Bragg,WR,1982-03-15,UCLA,Pac-10,2005,6,2002.0,20.465,0.295,0.177,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,25.856,115.31776
Tony Jackson,TE,1982-07-05,Duke,ACC,2005,6,,,0.052,0.049,0.0,0.0,0.102,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,34.149,162.20775
Joel Dreessen,TE,1982-07-26,Colorado State,MWC,2005,6,,,0.174,0.132,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,31.645,149.3644
DeAndra Cobb,RB,1981-05-18,Michigan State,Big Ten,2005,6,,,0.011,0.011,0.0,0.0,0.068,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,28.12,126.25880000000001
Derek Anderson,QB,1983-06-15,Oregon State,Pac-10,2005,6,2002.0,19.214,0.0,0.0,0.988,0.593,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03,27.963,140.65389000000002
Rick Razzano,RB,1981-01-28,Ole Miss,SEC,2005,7,,,0.026,0.026,0.0,0.0,0.049,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nehemiah Broughton,RB,1982-11-04,WAS,,2005,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,34.864,160.02576
Marcus Maxwell,WR,1983-07-08,Oregon,Pac-10,2005,7,,,0.1,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris Warren,WR,1982-09-06,Utah,MWC,2005,7,2003.0,20.986,0.352,0.267,0.003,0.003,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,29.698,139.87758
LeRon McCoy,WR,1982-01-24,Navy,Ind,2005,7,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Kilian,QB,1980-10-24,Tulsa,WAC,2005,7,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Cassel,QB,1982-05-17,USC,Pac-10,2005,7,,,0.0,0.0,0.014,0.008,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionel Gates,RB,1982-03-13,Louisville,CUSA,2005,7,2003.0,21.47,0.054,0.038,0.0,0.0,0.295,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,30.105,138.483
Harry Williams,WR,1982-08-10,Colorado State,MWC,2005,7,2021.0,39.061,0.214,0.163,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Davis,RB,1980-03-27,Western Kentucky,CUSA,2005,7,2001.0,21.432,0.005,0.003,0.0,0.0,0.454,0.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,31.321,140.9445
Noah Herron,RB,1982-04-03,Northwestern,Big Ten,2005,7,2002.0,20.413,0.106,0.106,0.0,0.0,0.227,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,31.238,143.6948
Patrick Estes,TE,1983-02-04,Virginia,ACC,2005,7,,,0.078,0.074,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy Bajema,TE,1982-10-31,Oklahoma State,Big 12,2005,7,,,0.121,0.115,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74,30.947,146.68878
Ryan Fitzpatrick,QB,1982-11-24,Temple,American,2005,7,2014.0,31.77,0.137,0.116,0.036,0.03,-0.002,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,29.784,144.75024
Madison Hedgecock,RB,1981-08-27,North Carolina,ACC,2005,7,,,0.001,0.001,0.0,0.0,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.R. Russell,WR,1998-10-12,Louisville,CUSA,2005,7,2003.0,4.887,0.324,0.227,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56,25.745,117.3972
Andy Stokes,TE,1981-06-02,South Florida,American,2005,7,,,0.0,0.0,0.0,0.0,-0.007,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Bush,RB,1985-03-02,USC,Pac-10,2006,1,2003.0,18.5,0.089,0.053,0.0,0.0,0.414,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,28.031,122.49547
Vince Young,QB,1983-05-18,Texas,Big 12,2006,1,2003.0,20.29,0.0,0.0,0.992,0.943,0.256,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,27.152,121.64096000000002
Vernon Davis,TE,1984-01-31,West Virginia,Big 12,2006,1,2004.0,20.586,0.359,0.341,0.0,0.0,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,31.744,139.03871999999998
Matt Leinart,QB,1983-05-11,USC,Pac-10,2006,1,2003.0,20.309,0.008,0.005,0.926,0.556,0.024,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,26.441,129.5609
Jay Cutler,QB,1983-04-29,Vanderbilt,SEC,2006,1,2002.0,19.343,0.0,0.0,0.998,0.998,0.116,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77,28.245,134.72865
Laurence Maroney,RB,1985-02-05,Minnesota,Big Ten,2006,1,2003.0,18.568,0.057,0.057,0.0,0.0,0.37,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,29.427,131.83296
Santonio Holmes,WR,1984-03-03,Ohio State,Big Ten,2006,1,2003.0,19.496,0.486,0.486,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35,26.218,114.0483
DeAngelo Williams,RB,1983-04-25,Memphis,CUSA,2006,1,2002.0,19.354,0.081,0.056,0.0,0.0,0.627,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,31.599,140.61555
Marcedes Lewis,TE,1984-05-19,UCLA,Pac-10,2006,1,2004.0,20.287,0.261,0.157,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,30.158,144.7584
Joseph Addai,RB,1983-05-03,LSU,SEC,2006,1,,,0.054,0.054,0.0,0.0,0.448,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,29.844,131.3136
Chad Jackson,WR,1985-03-06,Florida,SEC,2006,2,2004.0,19.491,0.39,0.39,0.0,0.0,0.078,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,28.099,121.38768
Sinorice Moss,WR,1983-12-28,Miami (FL),ACC,2006,2,2005.0,21.678,0.269,0.255,0.0,0.0,0.017,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,28.126,123.19188
LenDale White,RB,1984-12-20,USC,Pac-10,2006,2,2003.0,18.697,0.036,0.022,0.0,0.0,0.469,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,32.275,144.91475
Joe Klopfenstein,TE,1983-11-09,Colorado,Big 12,2006,2,2004.0,20.813,0.241,0.229,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,29.465,136.42295
Kellen Clemens,QB,1983-06-07,Oregon,Pac-10,2006,2,2003.0,20.235,0.0,0.0,0.827,0.496,0.035,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,28.757,140.62172999999999
Greg Jennings,WR,1983-09-21,Western Michigan,MAC,2006,2,2003.0,19.945,0.465,0.326,0.021,0.015,0.016,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,27.473,121.43065999999999
Anthony Fasano,TE,1984-04-20,Notre Dame,Ind,2006,2,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,31.523,148.78856
Maurice Jones-Drew,RB,1985-03-23,UCLA,Pac-10,2006,2,2003.0,18.442,0.129,0.077,0.0,0.0,0.547,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,32.417,142.31063
Tony Scheffler,TE,1983-02-15,Western Michigan,MAC,2006,2,2005.0,22.543,0.274,0.191,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,30.117,136.73118
Tarvaris Jackson,QB,1983-04-21,Arkansas,SEC,2006,2,,,0.0,0.0,0.066,0.066,-0.003,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,29.014,136.07566
Leonard Pope,TE,1983-09-10,Georgia,SEC,2006,3,2004.0,20.977,0.187,0.187,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,28.34,130.9308
Brian Calhoun,RB,1984-05-08,Wisconsin,Big Ten,2006,3,2003.0,19.316,0.142,0.142,0.0,0.0,0.729,0.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,29.679,135.63303
Travis Wilson,WR,1984-02-11,Utah,Pac-12,2006,3,,,0.113,0.108,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,27.473,122.80430999999999
Jerious Norwood,RB,1983-07-29,Mississippi State,SEC,2006,3,2003.0,20.093,0.131,0.131,0.0,0.0,0.708,0.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,28.478,125.30320000000002
