player_name,Year1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Year2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Year3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Year4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4
Tyler Cooperwood,2016.0,0.3,0.28,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Crowe,2020.0,0.44,0.33,0.0,0.0,1.29,0.98,2021.0,0.0,0.0,0.0,0.0,6.96,5.29,2022.0,0.56,0.43,0.0,0.0,1.98,1.5,2023.0,0.34,0.26,0.0,0.0,0.62,0.47
Tyler Davis,2016.0,8.45,7.18,0.86,0.73,0.0,0.0,2017.0,2.41,2.05,0.0,0.0,0.0,0.0,2018.0,20.52,17.44,0.37,0.31,0.0,0.0,2019.0,8.18,7.77,0.0,0.0,0.0,0.0
Tyler Deloach,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Desue,2018.0,0.0,0.0,0.47,0.47,0.09,0.09,2019.0,0.0,0.0,5.23,5.23,1.73,1.73,,,,,,,,,,,,,,
Tyler Donovan,2004.0,0.0,0.0,0.17,0.17,0.0,0.0,2005.0,0.0,0.0,3.1,3.1,0.0,0.0,2006.0,0.0,0.0,19.78,19.78,0.0,0.0,2007.0,0.0,0.0,98.21,98.21,0.0,0.0
Tyler Douglas,2024.0,0.0,0.0,0.0,0.0,1.26,1.07,,,,,,,,,,,,,,,,,,,,,
Tyler Ebell,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Tyler Eiguren,2021.0,0.21,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Ferguson,2013.0,0.0,0.0,4.87,4.87,0.0,0.0,2016.0,0.0,0.0,6.05,4.23,-0.57,-0.4,,,,,,,,,,,,,,
Tyler Foster,2022.0,9.52,6.66,0.0,0.0,0.0,0.0,2023.0,3.99,2.79,0.0,0.0,0.0,0.0,2024.0,0.3,0.28,0.0,0.0,0.0,0.0,,,,,,,
Tyler Fromm,2021.0,4.43,4.43,0.0,0.0,0.0,0.0,2022.0,1.23,1.23,0.0,0.0,0.0,0.0,2023.0,0.5,0.5,0.0,0.0,0.0,0.0,2024.0,8.79,6.68,0.0,0.0,0.0,0.0
Tyler Gabbert,2012.0,0.0,0.0,2.18,1.53,0.0,0.0,2013.0,0.0,0.0,0.07,0.06,0.0,0.0,,,,,,,,,,,,,,
Tyler Gauthier,2017.0,-0.02,-0.02,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Gilfus,2017.0,0.16,0.15,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Gillkin,2019.0,0.0,0.0,0.0,0.0,-0.21,-0.21,,,,,,,,,,,,,,,,,,,,,
Tyler Gooch,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Tyler Goodson,2019.0,2.79,2.79,0.0,0.0,32.54,32.54,2020.0,4.81,4.81,0.0,0.0,47.3,47.3,2021.0,9.07,9.07,0.0,0.0,49.87,49.87,,,,,,,
Tyler Graunke,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Griffin,2024.0,10.51,7.99,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Grisham,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Guyton,2021.0,2.74,2.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Hanneke,2016.0,0.37,0.37,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Hansen,2008.0,0.0,0.0,8.65,8.22,0.0,0.0,2009.0,0.0,0.0,48.72,46.28,0.0,0.0,2010.0,0.0,0.0,34.91,33.16,0.0,0.0,2011.0,0.0,0.0,94.28,89.57,0.0,0.0
Tyler Harrell,2018.0,0.71,0.67,0.0,0.0,0.0,0.0,2021.0,22.79,21.65,0.0,0.0,0.0,0.0,2022.0,0.25,0.25,0.0,0.0,0.0,0.0,2023.0,0.67,0.64,0.0,0.0,0.16,0.15
Tyler Harris,2015.0,0.0,0.0,22.23,18.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Hayworth,2016.0,-0.09,-0.09,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Henderson,2018.0,0.09,0.09,0.0,0.0,0.0,0.0,2020.0,0.56,0.53,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Tyler Hilinski,2016.0,0.0,0.0,5.1,4.84,0.0,0.0,2017.0,0.0,0.0,21.79,20.7,9.59,9.11,,,,,,,,,,,,,,
Tyler Holzworth,2022.0,0.24,0.24,0.0,0.0,0.4,0.4,2023.0,0.0,0.0,0.0,0.0,0.08,0.08,,,,,,,,,,,,,,
Tyler Hoppes,2017.0,12.48,12.48,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Hudson,2022.0,27.04,25.69,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Huff,2022.0,0.19,0.14,0.0,0.0,0.0,0.0,2024.0,0.0,0.0,97.69,68.38,33.81,23.67,,,,,,,,,,,,,,
Tyler Hunt,2020.0,2.33,2.33,0.0,0.0,25.08,25.08,2021.0,3.92,3.92,0.23,0.23,0.0,0.0,2022.0,1.7,1.7,0.0,0.0,0.0,0.0,,,,,,,
Tyler Huntley,2016.0,0.0,0.0,1.06,1.01,2.27,2.16,2017.0,0.0,0.0,78.85,74.91,26.23,24.92,2018.0,3.6,3.42,61.43,58.36,14.65,13.92,2019.0,0.0,0.0,96.01,91.21,12.5,11.88
Tyler Hussey,2020.0,2.4,1.82,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Jefferson,2023.0,0.0,0.0,0.0,0.0,0.03,0.02,2024.0,0.0,0.0,7.29,5.1,8.13,5.69,,,,,,,,,,,,,,
Tyler Johnson,2016.0,8.68,8.68,0.0,0.0,0.0,0.0,2017.0,61.26,61.26,0.0,0.0,0.0,0.0,2018.0,51.54,51.54,0.0,0.0,0.0,0.0,2019.0,32.94,32.94,0.0,0.0,0.0,0.0
Tyler Johnston III,2017.0,0.0,0.0,0.28,0.2,0.36,0.25,2018.0,0.0,0.0,53.67,37.57,12.62,8.83,2019.0,0.0,0.0,82.46,57.72,8.97,6.28,2020.0,0.0,0.0,48.26,33.78,0.94,0.66
Tyler Jones,2005.0,0.0,0.0,11.25,7.87,0.0,0.0,2006.0,0.0,0.0,47.0,32.9,0.0,0.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Jordan,2022.0,0.0,0.0,0.0,0.0,4.54,3.45,,,,,,,,,,,,,,,,,,,,,
Tyler Keane,2017.0,0.0,0.0,62.29,47.34,2.21,1.68,,,,,,,,,,,,,,,,,,,,,
Tyler King,2017.0,1.56,1.09,0.0,0.0,47.44,33.21,2018.0,0.73,0.51,0.0,0.0,24.31,17.02,2019.0,0.54,0.38,0.0,0.0,1.81,1.27,2022.0,0.08,0.08,0.0,0.0,0.0,0.0
Tyler Kluver,2017.0,0.36,0.36,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Lamm,2017.0,0.06,0.05,0.0,0.0,0.0,0.0,2018.0,0.67,0.51,0.0,0.0,0.0,0.0,2019.0,1.45,1.1,0.0,0.0,0.0,0.0,2020.0,2.45,1.86,0.0,0.0,0.0,0.0
Tyler Lancaster,2017.0,0.0,0.0,0.0,0.0,0.11,0.11,,,,,,,,,,,,,,,,,,,,,
Tyler Lantrip,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Lavine,2019.0,0.01,0.01,0.0,0.0,2.24,1.9,2020.0,1.46,1.24,0.0,0.0,19.2,16.32,2021.0,2.83,2.41,0.0,0.0,11.6,9.86,2022.0,1.48,1.26,0.0,0.0,35.04,29.78
Tyler Lawrence,2008.0,0.0,0.0,0.14,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Little,2024.0,2.97,2.26,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Lockett,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Lorenzen,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Tyler Lyle,2018.0,2.4,1.68,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Lytle,2018.0,0.0,0.0,0.92,0.87,-0.41,-0.39,2019.0,0.0,0.0,0.0,0.0,-0.03,-0.03,2020.0,0.0,0.0,0.54,0.51,0.59,0.56,2021.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Mabry,2016.0,1.97,1.38,0.0,0.0,0.0,0.0,2017.0,5.55,3.88,0.0,0.0,0.0,0.0,2018.0,7.22,5.05,0.0,0.0,0.0,0.0,2019.0,13.09,13.09,0.0,0.0,0.0,0.0
Tyler Macon,2021.0,0.0,0.0,5.13,5.13,3.45,3.45,2022.0,0.0,0.0,0.0,0.0,-0.27,-0.27,,,,,,,,,,,,,,
Tyler Markray,2019.0,0.0,0.0,0.0,0.0,2.11,2.11,2021.0,0.0,0.0,0.0,0.0,0.19,0.19,,,,,,,,,,,,,,
Tyler Mason,2024.0,0.0,0.0,0.0,0.0,0.84,0.8,,,,,,,,,,,,,,,,,,,,,
Tyler Matthews,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,2.46,1.72,0.0,0.0,,,,,,,,,,,,,,
Tyler McCloskey,2016.0,11.36,9.66,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Mello,2024.0,2.52,1.92,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Melton,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Moore,2020.0,0.1,0.08,0.0,0.0,0.0,0.0,2022.0,0.67,0.64,0.0,0.0,0.0,0.0,2023.0,2.57,2.44,0.0,0.0,0.0,0.0,2024.0,2.84,2.7,0.0,0.0,0.0,0.0
Tyler Morris,2022.0,0.41,0.41,0.0,0.0,0.0,0.0,2023.0,5.16,5.16,0.0,0.0,0.0,0.0,2024.0,15.72,15.72,0.0,0.0,0.22,0.22,,,,,,,
Tyler Murphy,2013.0,0.0,0.0,56.92,56.92,0.0,0.0,2014.0,0.0,0.0,98.27,93.36,0.0,0.0,,,,,,,,,,,,,,
Tyler Natee,2016.0,0.06,0.06,0.0,0.0,11.54,11.54,,,,,,,,,,,,,,,,,,,,,
Tyler Nevens,2017.0,1.07,0.81,0.0,0.0,29.79,22.64,2018.0,1.36,1.03,0.0,0.0,62.53,47.52,2019.0,0.18,0.14,0.0,0.0,9.35,7.11,2020.0,0.15,0.11,0.0,0.0,55.25,41.99
Tyler Neville,2024.0,13.42,12.75,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler O'Connor,2013.0,0.0,0.0,1.52,1.52,0.0,0.0,2014.0,0.0,0.0,6.03,6.03,0.0,0.0,2015.0,0.0,0.0,5.87,5.87,0.0,0.0,2016.0,0.0,0.0,79.02,79.02,1.69,1.69
Tyler Orlosky,2016.0,0.0,0.0,0.0,0.0,-0.03,-0.03,,,,,,,,,,,,,,,,,,,,,
Tyler Page,2017.0,0.21,0.18,0.0,0.0,0.0,0.0,2018.0,14.32,12.17,4.09,3.48,0.0,0.0,2019.0,4.93,4.19,0.75,0.64,0.0,0.0,2020.0,21.97,18.67,1.73,1.47,0.0,0.0
Tyler Palko,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Pape,2021.0,0.0,0.0,0.17,0.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Pastula,2024.0,0.0,0.0,0.34,0.26,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Patrick,2016.0,5.33,5.06,0.0,0.0,0.0,0.0,2017.0,2.04,1.94,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Tyler Petite,2016.0,5.2,4.94,0.0,0.0,0.0,0.0,2017.0,9.44,8.97,0.0,0.0,0.0,0.0,2018.0,3.28,3.12,0.0,0.0,0.0,0.0,,,,,,,
Tyler Phommachanh,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Pippens,2016.0,-0.09,-0.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Powell,2024.0,0.67,0.64,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Purdy,2024.0,0.78,0.59,0.0,0.0,8.23,6.25,,,,,,,,,,,,,,,,,,,,,
Tyler Queen,2016.0,0.0,0.0,0.0,0.0,0.16,0.16,,,,,,,,,,,,,,,,,,,,,
Tyler Ringwood,2018.0,0.39,0.27,0.0,0.0,0.0,0.0,2019.0,17.6,12.32,0.0,0.0,0.0,0.0,2020.0,4.79,3.35,0.0,0.0,0.0,0.0,,,,,,,
Tyler Roberts,2021.0,0.17,0.13,0.0,0.0,0.0,0.0,2022.0,7.9,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Tyler Rogers,2014.0,0.0,0.0,98.6,74.94,0.0,0.0,2015.0,0.0,0.0,29.54,22.45,0.0,0.0,2016.0,2.43,1.85,80.65,61.29,24.86,18.89,2017.0,0.0,0.0,91.96,69.89,20.14,15.31
Tyler Rouse,2016.0,5.87,5.58,0.0,0.0,2.24,2.13,,,,,,,,,,,,,,,,,,,,,
Tyler Russell,2010.0,0.0,0.0,26.99,26.99,0.0,0.0,2011.0,0.0,0.0,42.92,42.92,0.0,0.0,2012.0,0.0,0.0,89.72,89.72,0.0,0.0,2013.0,0.0,0.0,27.66,27.66,0.0,0.0
Tyler Sargent,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Sarrazin,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,1.55,1.08,0.0,0.0,2016.0,0.0,0.0,0.0,0.0,0.22,0.15,,,,,,,
Tyler Savage,2021.0,0.2,0.17,0.0,0.0,0.0,0.0,2022.0,0.36,0.31,0.0,0.0,0.0,0.0,2023.0,0.79,0.67,0.0,0.0,0.0,0.0,2024.0,4.73,4.02,0.0,0.0,0.0,0.0
Tyler Scott,2020.0,0.42,0.36,0.0,0.0,0.47,0.4,2021.0,16.32,13.87,0.0,0.0,0.0,0.0,2022.0,34.7,29.5,0.0,0.0,0.0,0.0,,,,,,,
Tyler Sear,2017.0,0.19,0.18,0.0,0.0,0.0,0.0,2018.0,0.23,0.22,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Tyler Sheehan,2006.0,0.0,0.0,4.73,3.31,0.0,0.0,2007.0,0.0,0.0,84.68,59.28,0.0,0.0,2008.0,0.0,0.0,89.84,62.89,0.0,0.0,2009.0,0.0,0.0,99.28,69.5,0.0,0.0
Tyler Shough,2019.0,0.0,0.0,6.28,5.97,0.22,0.21,2020.0,0.0,0.0,88.57,84.14,19.3,18.34,2021.0,0.0,0.0,29.7,28.21,3.67,3.49,2022.0,0.0,0.0,30.04,28.54,13.65,12.97
Tyler Simmons,2016.0,0.38,0.38,0.0,0.0,0.0,0.0,2017.0,0.49,0.49,0.0,0.0,0.0,0.0,2018.0,5.12,5.12,0.0,0.0,5.29,5.29,2019.0,6.01,6.01,0.0,0.0,1.71,1.71
Tyler Siudzinski,2016.0,1.46,1.11,0.0,0.0,18.97,14.42,,,,,,,,,,,,,,,,,,,,,
Tyler Snead,2018.0,14.56,12.38,0.0,0.0,0.0,0.0,2019.0,22.31,18.96,0.0,0.0,0.79,0.67,2020.0,25.84,21.96,3.48,2.96,6.72,5.71,2021.0,22.68,19.28,6.33,5.38,-0.03,-0.03
Tyler Stehling,2014.0,0.0,0.0,4.64,3.25,0.0,0.0,2015.0,0.0,0.0,8.45,5.91,0.0,0.0,2016.0,3.65,2.55,77.18,54.03,16.27,11.39,,,,,,,
Tyler Stephens,2021.0,7.21,5.05,0.0,0.0,0.0,0.0,2022.0,4.54,4.54,0.0,0.0,0.0,0.0,2023.0,0.72,0.72,0.0,0.0,0.0,0.0,2024.0,0.38,0.38,0.0,0.0,0.0,0.0
Tyler Stewart,2013.0,0.0,0.0,13.05,9.92,0.0,0.0,2015.0,0.0,0.0,100.02,76.02,0.0,0.0,2016.0,0.0,0.0,49.71,37.78,7.27,5.53,2024.0,1.16,0.99,0.0,0.0,1.26,1.07
Tyler Stradford,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Sumpter,2018.0,0.0,0.0,0.36,0.27,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Sweet,2021.0,0.08,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Tettleton,2009.0,0.0,0.0,2.31,1.62,0.0,0.0,2011.0,0.0,0.0,94.08,65.86,0.0,0.0,2012.0,0.0,0.0,84.43,59.1,0.0,0.0,2013.0,0.0,0.0,92.41,64.69,0.0,0.0
Tyler Thomas,2000.0,0.0,0.0,0.22,0.21,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Toledo,2022.0,-0.05,-0.03,0.0,0.0,3.17,2.22,,,,,,,,,,,,,,,,,,,,,
Tyler Tupa,2019.0,6.84,4.79,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Tutt,2016.0,0.04,0.03,0.0,0.0,1.37,1.04,,,,,,,,,,,,,,,,,,,,,
Tyler Van Dyke,2020.0,0.0,0.0,0.0,0.0,-0.2,-0.19,2021.0,0.0,0.0,79.69,75.71,4.34,4.12,2022.0,0.0,0.0,59.77,56.78,-1.11,-1.05,2023.0,0.0,0.0,81.6,77.52,2.44,2.32
Tyler Van Tubbergen,2010.0,0.0,0.0,1.39,0.97,0.0,0.0,2011.0,0.0,0.0,12.73,8.91,0.0,0.0,2012.0,0.0,0.0,53.03,37.12,0.0,0.0,2013.0,0.0,0.0,35.03,24.52,0.0,0.0
Tyler Vander Waal,2018.0,0.0,0.0,72.81,55.34,3.95,3.0,2019.0,-0.14,-0.11,19.01,14.45,7.07,5.37,,,,,,,,,,,,,,
Tyler Vaughns,2017.0,19.28,18.32,0.0,0.0,0.0,0.0,2018.0,27.98,26.58,3.38,3.21,0.0,0.0,2019.0,19.02,18.07,0.0,0.0,0.0,0.0,2020.0,19.42,18.45,0.0,0.0,0.0,0.0
Tyler Vitt,2018.0,4.04,3.07,49.84,37.88,13.38,10.17,2019.0,3.08,2.34,59.83,45.47,6.47,4.92,2020.0,0.0,0.0,33.61,25.54,7.43,5.65,2021.0,0.0,0.0,27.29,20.74,5.78,4.39
Tyler Walton,2019.0,5.85,4.1,0.0,0.0,0.07,0.05,2020.0,0.8,0.56,0.0,0.0,0.0,0.0,2021.0,17.69,12.38,0.0,0.0,0.62,0.43,2022.0,1.39,0.97,0.0,0.0,0.0,0.0
Tyler Warren,2021.0,2.87,2.87,0.0,0.0,9.3,9.3,2022.0,7.05,7.05,0.0,0.0,0.0,0.0,2023.0,19.22,19.22,0.0,0.0,0.0,0.0,2024.0,30.24,30.24,2.15,2.15,9.08,9.08
Tyler Watts,2000.0,0.0,0.0,15.16,15.16,0.0,0.0,2001.0,0.0,0.0,64.16,64.16,0.0,0.0,2002.0,0.0,0.0,57.76,57.76,0.0,0.0,2016.0,10.47,7.96,0.0,0.0,0.0,0.0
Tyler White,2016.0,1.03,1.03,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Wiegers,2015.0,0.0,0.0,0.56,0.56,0.0,0.0,2017.0,0.0,0.0,1.91,1.91,0.0,0.0,2018.0,0.0,0.0,58.21,40.75,3.44,2.41,,,,,,,
Tyler Williams,2015.0,0.0,0.0,0.89,0.68,0.0,0.0,2016.0,3.88,2.95,0.0,0.0,10.96,8.33,2017.0,0.08,0.06,1.17,0.89,0.07,0.05,2023.0,0.05,0.05,0.0,0.0,0.0,0.0
Tyler Wilson,2008.0,0.0,0.0,3.74,3.74,0.0,0.0,2009.0,0.0,0.0,5.96,5.96,0.0,0.0,2010.0,0.0,0.0,10.78,10.78,0.0,0.0,2011.0,0.0,0.0,92.69,92.69,0.0,0.0
Tyler Wolfe,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyler Wormhoudt,2016.0,0.0,0.0,0.0,0.0,0.11,0.08,2017.0,0.0,0.0,0.0,0.0,0.85,0.65,,,,,,,,,,,,,,
Tyliek Raynor,2018.0,0.0,0.0,0.0,0.0,2.96,2.52,,,,,,,,,,,,,,,,,,,,,
Tylin Oden,2016.0,0.0,0.0,0.06,0.06,4.13,4.13,,,,,,,,,,,,,,,,,,,,,
Tylon Citizen,2024.0,0.0,0.0,0.0,0.0,1.57,1.19,,,,,,,,,,,,,,,,,,,,,
Tyneil Hopper,2020.0,0.56,0.43,0.0,0.0,0.0,0.0,2021.0,7.11,5.4,0.0,0.0,0.0,0.0,2022.0,2.02,1.54,0.0,0.0,0.0,0.0,2023.0,4.07,4.07,0.0,0.0,0.0,0.0
Tyquan Henderson,2023.0,5.3,4.03,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyquan Thornton,2018.0,11.51,10.93,0.0,0.0,0.05,0.05,2019.0,21.37,20.3,0.0,0.0,0.0,0.0,2020.0,7.56,7.18,0.0,0.0,0.0,0.0,2021.0,37.51,35.63,2.19,2.08,-0.18,-0.17
Tyrain Taylor,2016.0,11.2,8.51,2.8,2.13,4.29,3.26,,,,,,,,,,,,,,,,,,,,,
Tyraiq Beals,2016.0,8.22,6.99,0.0,0.0,0.0,0.0,2017.0,4.12,3.5,0.0,0.0,0.11,0.09,2018.0,2.1,1.78,0.0,0.0,0.0,0.0,,,,,,,
Tyrane Stewart,2024.0,0.0,0.0,0.0,0.0,-0.15,-0.14,,,,,,,,,,,,,,,,,,,,,
Tyre Brady,2017.0,31.12,21.78,0.0,0.0,0.0,0.0,2018.0,39.4,27.58,0.0,0.0,0.33,0.23,,,,,,,,,,,,,,
Tyre Shelton,2019.0,1.56,1.09,0.0,0.0,20.39,14.27,2021.0,0.08,0.06,0.0,0.0,12.99,9.09,2022.0,0.91,0.64,0.0,0.0,19.53,13.67,2023.0,0.64,0.45,0.0,0.0,31.05,21.74
Tyre'Oune Holmes,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1.32,0.92,0.0,0.0,0.65,0.45,,,,,,,,,,,,,,
Tyree Foreman,2000.0,0.0,0.0,0.51,0.48,0.0,0.0,2001.0,0.0,0.0,0.3,0.28,0.0,0.0,,,,,,,,,,,,,,
Tyree Jackson,2016.0,0.0,0.0,77.73,54.41,31.68,22.18,2017.0,0.0,0.0,55.03,38.52,16.93,11.85,2018.0,0.0,0.0,99.62,69.73,12.76,8.93,2019.0,-0.02,-0.02,0.0,0.0,0.54,0.41
Tyree Kelly,2023.0,0.14,0.12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyree Mayfield,2016.0,0.51,0.39,0.0,0.0,0.0,0.0,2017.0,2.34,1.78,0.0,0.0,0.0,0.0,2018.0,23.32,17.72,0.0,0.0,0.0,0.0,,,,,,,
Tyree McCants,2016.0,14.22,12.09,0.0,0.0,0.16,0.14,2017.0,25.48,21.66,0.0,0.0,0.47,0.4,2018.0,18.61,15.82,3.54,3.01,1.02,0.87,,,,,,,
Tyreek King-El,2018.0,0.0,0.0,0.0,0.0,0.31,0.26,2019.0,0.0,0.0,0.0,0.0,1.35,1.15,,,,,,,,,,,,,,
Tyreek Robinson,2024.0,0.39,0.37,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyrei Washington,2024.0,0.15,0.13,0.0,0.0,0.09,0.08,,,,,,,,,,,,,,,,,,,,,
Tyreis Thomas,2016.0,0.25,0.19,0.0,0.0,19.92,15.14,,,,,,,,,,,,,,,,,,,,,
Tyrek Presley,2019.0,1.03,0.88,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyrell Alexander,2017.0,0.67,0.64,0.0,0.0,0.0,0.0,2020.0,0.28,0.28,0.0,0.0,-0.3,-0.3,,,,,,,,,,,,,,
Tyrell Clay,2015.0,0.0,0.0,0.67,0.47,0.0,0.0,2016.0,0.16,0.11,0.0,0.0,0.97,0.68,2017.0,1.21,0.85,0.0,0.0,23.65,16.56,,,,,,,
Tyrell Goodman,2015.0,0.0,0.0,3.06,2.14,0.0,0.0,2016.0,0.05,0.03,6.41,4.49,1.26,0.88,,,,,,,,,,,,,,
Tyrell Henry,2023.0,14.78,14.78,0.0,0.0,0.0,0.0,2024.0,0.25,0.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Tyrell Johnson,2016.0,1.08,1.03,0.0,0.0,4.49,4.27,2017.0,9.05,8.6,0.0,0.0,2.23,2.12,,,,,,,,,,,,,,
Tyrell Reed,2018.0,2.5,1.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Tyrell Reed Jr.,2024.0,3.78,3.78,0.0,0.0,2.22,2.22,,,,,,,,,,,,,,,,,,,,,
Tyrell Robinson,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrell Shavers,2019.0,0.22,0.22,0.0,0.0,0.32,0.32,2020.0,4.58,4.58,0.0,0.0,0.0,0.0,2021.0,10.78,8.19,0.0,0.0,0.0,0.0,2022.0,23.62,17.95,0.0,0.0,0.0,0.0
Tyrese Chambers,2021.0,39.38,27.57,0.0,0.0,0.0,0.0,2022.0,22.86,16.0,0.0,0.0,0.32,0.22,2023.0,2.56,2.56,0.0,0.0,0.0,0.0,,,,,,,
Tyrese Grant,2021.0,0.0,0.0,0.0,0.0,-0.2,-0.15,,,,,,,,,,,,,,,,,,,,,
Tyrese Johnson,2017.0,1.32,0.92,0.0,0.0,0.0,0.0,2019.0,0.65,0.45,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Tyrese Mack,2021.0,0.3,0.23,0.0,0.0,0.0,0.0,2022.0,1.21,0.92,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Tyrice Richie,2019.0,22.23,15.56,0.0,0.0,1.03,0.72,2020.0,38.87,27.21,0.0,0.0,1.77,1.24,2021.0,13.63,9.54,0.0,0.0,0.09,0.06,,,,,,,
